id,evaluated_at,feedback,score,decision,panel_member_id,interview_id,candidate_id
1754e3de-42d8-429f-942b-b175ca8d09a9,2023-10-15,Good,2.57,Reject,d34907b3-ede7-4fb2-9296-142d01f7755a,0e418701-57b3-4a20-b40e-f21118bcf9dd,b64b8b16-e06d-40a2-946e-0f5ccfb2ae9e
1873dd75-cb30-4314-b259-07db8a900e55,2023-06-11,Good,1.06,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,800d3106-29dd-47ea-9e37-10973e989579,e728170b-8a58-4880-9cb1-eddceb4197be
1ba7cda5-ee52-4836-a721-dbfbb960b020,2023-08-12,Average,2.14,Proceed,72e54aef-d0b8-489c-9bcc-4f7096b45d53,1bde0ee4-bbb8-42ff-bdb3-4d560795c1cd,c4f9e90b-93d9-4f95-88dd-e3c25dbeeeba
1f49aaed-8d0c-448f-84fb-fd4190db5bbc,2024-07-07,Weak,2.5,Reject,d34907b3-ede7-4fb2-9296-142d01f7755a,a9c15925-7a91-4364-a069-c0b226d1a191,7eb83b44-75fa-4844-b183-32ce087fda59
20784050-3c6f-4d58-a7cc-f147b0f70f73,2022-03-18,Good,2.67,Proceed,d34907b3-ede7-4fb2-9296-142d01f7755a,1bde0ee4-bbb8-42ff-bdb3-4d560795c1cd,c4f9e90b-93d9-4f95-88dd-e3c25dbeeeba
2274a2d9-26ca-4fc9-ba8d-e352d7712d13,2023-03-23,"No show",1.29,Hold,d34907b3-ede7-4fb2-9296-142d01f7755a,b5395ddf-65ae-4429-9127-3a92108e24de,dd71ab7f-280b-4a7a-ac3e-0adfb7642ef0
229a5e0a-37cc-4118-8f7e-788dfc2db47e,2022-10-16,"Strong fit",1.2,Hold,a9f34e18-a4c4-427f-951d-e72d792cc7aa,e2a5455b-a67d-4edb-841f-690f0f5f1a67,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
25e5610b-ed68-41bf-b560-11ffb11f7dde,2024-08-30,"Strong fit",2.47,Reject,807cd085-3a00-499b-8ed3-66c5db074041,f8a8eb5d-5e93-42a6-8f57-7926a5571795,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
29a846ee-badd-415b-883a-62f1c650a479,2024-12-19,Good,3.91,Proceed,d34907b3-ede7-4fb2-9296-142d01f7755a,0deffb9c-ff3c-4971-8a1f-5f8ca8f8bbc4,75a24a0b-ac9c-47b5-8430-c14bee370592
2c56bccd-9310-4d73-9562-1510ae533a32,2024-11-01,Good,3.29,Proceed,bf7071ea-b335-4e34-9610-cb5fa5f3d0ab,4519582a-9c8b-488a-ac34-8afe59d4a3f8,8ecd39c9-b30d-4074-8561-56d5a1d6d89b
2eeacd4a-c0c7-40f7-9162-cd23693c7d22,2022-03-16,Weak,4.15,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,bc2707eb-8bc2-48df-a3fb-d4c7d9cbc814,ef14bbdc-5693-40d4-975e-3ae84a0d2568
2f1bd9d5-d2a2-4c3e-bd44-7195f53bc201,2023-01-04,Good,4.06,Reject,6a3a6e27-05a8-4314-8631-4cda51b09e35,3e45d22a-77bc-4a07-b470-411c1977120a,38108624-bd6a-41c2-a113-7a74c43d6820
330cac44-91bf-4f35-a43d-c7fe360dcd01,2023-10-28,Weak,3.1,Hold,35a00db8-5de3-43b6-b728-71f905132f1d,7ac54f09-0744-4766-9685-dd25b58e95c7,98818bb0-1db9-4993-984c-c13ff009a8f2
351d7098-ab1c-4e4c-aa9e-1ac0161b7ef2,2025-10-17,"No show",2.52,Hold,c433a27d-19f4-47bb-8c9c-92e48f3a0ae6,47f630ac-7195-40d8-b15d-f38ddf6674f6,bc40ea47-62d8-4b2b-8e8d-dac5a5d0ec5f
39dcd679-c4cf-42f3-9a12-688b2eb27f66,2022-06-09,"No show",1.45,Reject,959fc0d0-42ad-4a2c-a463-8d68d232c276,43d52a09-41e3-4d63-a4cf-10f06b46f114,12845a9e-d330-4b9e-940f-070d0afce5b5
3f896c13-5905-406a-a3dc-3661bb41466d,2025-01-23,Average,3.7,Reject,8c498c0c-a881-42d3-8c56-911b738bd528,cc318050-82ed-4d38-b1e3-a060012aa893,e728170b-8a58-4880-9cb1-eddceb4197be
400f56e3-8e5b-46ad-aa29-871a8bb00df3,2022-10-22,Average,4.45,Hold,a6b9e182-8efb-40c4-963d-923da24621a0,c1e6a86b-aaab-4b96-9601-fa676fec656a,6f857305-3e4b-4b4a-9b8c-0a3f1311b798
41dbcbb6-71d6-45d7-b049-6b34a90f50e5,2023-07-10,"No show",3.78,Proceed,807cd085-3a00-499b-8ed3-66c5db074041,b6178dfa-aa09-4e80-8d5a-4ef02a457528,3ca3c910-0949-47d8-86ea-a3a472726c59
464dbcaf-bbc9-4ec6-8e1b-33334e3f5e86,2025-10-09,Weak,2.14,Proceed,8c498c0c-a881-42d3-8c56-911b738bd528,2d4f8459-8e96-488e-aa46-12e36b8cb1a1,641fbbf8-fd81-4da9-a1dc-c7dda72fae8b
4695ff18-dcb4-4ece-ac27-13aba30a2387,2024-04-20,"No show",4.1,Hold,72e54aef-d0b8-489c-9bcc-4f7096b45d53,7ac54f09-0744-4766-9685-dd25b58e95c7,98818bb0-1db9-4993-984c-c13ff009a8f2
4f1bc663-4255-48bb-88d0-c2d2072ee923,2022-08-31,Good,4.97,Hold,a6b9e182-8efb-40c4-963d-923da24621a0,0deffb9c-ff3c-4971-8a1f-5f8ca8f8bbc4,75a24a0b-ac9c-47b5-8430-c14bee370592
4f29f49e-93c4-4b73-9da2-30f47f4ff4c2,2024-05-25,"No show",2.31,Hold,bf7071ea-b335-4e34-9610-cb5fa5f3d0ab,80e14a91-0358-4105-bf35-8624a6e75589,b749a80d-eafe-47f8-9b3f-7a31852ba148
50fc3788-b764-4084-994e-6483dfb709a5,2024-03-16,"No show",2.83,Proceed,50f9cbc1-6c76-41d1-ab19-82b8199428fe,3c93c766-e3a6-4995-b7e1-1be30f7a2f16,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
516cb61b-c865-4e23-97e6-0a28b6e60f64,2023-04-25,"No show",2.28,Reject,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,e2e7314a-24e0-4cb9-9a86-0b067bc5bf02,e68fc474-c1e5-49b2-81ca-ed3abcbcdebc
52b8d78d-220f-4bef-b36b-8a619c47a94c,2025-06-14,Weak,1.99,Proceed,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,e2a5455b-a67d-4edb-841f-690f0f5f1a67,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
57deede0-34b5-436f-b620-438c8744b6e8,2024-09-18,Weak,1.82,Reject,34948c48-ce8e-40d2-bd3d-8daa44be3d4f,c1e6a86b-aaab-4b96-9601-fa676fec656a,6f857305-3e4b-4b4a-9b8c-0a3f1311b798
58bc6079-7a12-4ccc-a4c3-39c058213d40,2024-04-13,Weak,2.91,Proceed,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,f3dde7bc-114c-4e2d-93f4-648c8d09f3b8,331b7c19-1c0a-4a9e-8d72-29761b00d51d
5b960701-f74b-4703-9c82-ae9d48f4e0c6,2025-12-14,Weak,2.27,Hold,35a00db8-5de3-43b6-b728-71f905132f1d,8744464d-cf08-4a1b-a5ce-b69ff42e25ec,61b8a89b-4712-41ae-a195-a0bf3119aaf3
5bfd154b-6acf-406f-9fb6-cdfb538a2a81,2022-05-08,Good,3.07,Reject,4d98a907-8167-4fae-a73b-cac743af7a46,7ac54f09-0744-4766-9685-dd25b58e95c7,98818bb0-1db9-4993-984c-c13ff009a8f2
63268a12-a2c7-40e0-96d4-1074df659b4d,2025-09-14,"No show",1.88,Hold,34948c48-ce8e-40d2-bd3d-8daa44be3d4f,de7f15e7-e0d4-4777-8927-766e6f54acf3,8ecd39c9-b30d-4074-8561-56d5a1d6d89b
65b549e3-6c8e-4593-b86e-08cd545f1cf7,2024-01-20,Weak,2.46,Hold,4d98a907-8167-4fae-a73b-cac743af7a46,2d4f8459-8e96-488e-aa46-12e36b8cb1a1,641fbbf8-fd81-4da9-a1dc-c7dda72fae8b
6797fd78-0d59-4d1f-9fef-aced044324d1,2025-10-08,"Strong fit",1.98,Proceed,8c498c0c-a881-42d3-8c56-911b738bd528,bd13d125-3b21-47d8-8433-33bc019d5264,12845a9e-d330-4b9e-940f-070d0afce5b5
68f99190-0e40-4fb6-9638-7d3eddccbe2d,2022-05-22,Weak,1.13,Hold,8c498c0c-a881-42d3-8c56-911b738bd528,3e45d22a-77bc-4a07-b470-411c1977120a,38108624-bd6a-41c2-a113-7a74c43d6820
6a1a138a-d80a-4d7e-9279-193dc5736718,2023-11-02,"No show",3.88,Proceed,959fc0d0-42ad-4a2c-a463-8d68d232c276,e2a5455b-a67d-4edb-841f-690f0f5f1a67,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
6fb5f4b9-c206-4c2c-880c-588953720e11,2022-08-27,Good,3.87,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,6ab4bd3f-97ed-44a2-8d77-d39d360c6bab,84451428-b554-4f79-b405-59d49c1c226a
6feb209c-8f1a-4832-9df7-841de446a5e5,2024-08-13,"Strong fit",2.07,Proceed,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,6a979255-de7b-4a8e-af03-19d804fa55cf,10deb03f-e941-427d-8f68-2d349e710a19
70a3f09b-3d1d-443f-8bec-77b92c17a341,2024-03-17,Average,4.18,Hold,a6b9e182-8efb-40c4-963d-923da24621a0,c066bda3-2a14-4a78-a924-475ba00e8a4e,7eb83b44-75fa-4844-b183-32ce087fda59
71271fcd-8ec1-499d-9bc9-89bfb335ca05,2024-10-18,Average,2.99,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,d9e03bfd-48d8-4ff9-a094-436fbf9142c2,e1d80291-d05d-4bf3-a084-a238b7c5bd9f
72ec61c9-ea16-48fc-9f37-80f78ad1bcec,2024-11-21,Good,2.31,Reject,50f9cbc1-6c76-41d1-ab19-82b8199428fe,0e418701-57b3-4a20-b40e-f21118bcf9dd,b64b8b16-e06d-40a2-946e-0f5ccfb2ae9e
7609d3f8-b1e0-4656-9532-26fa420e8735,2024-10-29,Weak,2.09,Proceed,d34907b3-ede7-4fb2-9296-142d01f7755a,800d3106-29dd-47ea-9e37-10973e989579,e728170b-8a58-4880-9cb1-eddceb4197be
79a3b6e0-1514-4118-9601-b37cec39e7f0,2022-08-13,Weak,3.33,Reject,c433a27d-19f4-47bb-8c9c-92e48f3a0ae6,ecd648e1-43c2-4daa-ac67-776003e19e86,d5345435-728a-4664-af39-c9e4a2b936c7
7c06fcde-4473-4a74-ae0e-73570d78086a,2023-11-09,Good,3.92,Reject,8c498c0c-a881-42d3-8c56-911b738bd528,800d3106-29dd-47ea-9e37-10973e989579,e728170b-8a58-4880-9cb1-eddceb4197be
7c737324-af45-4219-83ae-1bc98c5a138b,2025-09-04,"No show",3.31,Reject,1f8a9b8f-1c3a-4753-93f7-7af4f80dd4c4,c286fe3b-2602-444c-aefc-ec4f7b43b778,e1d80291-d05d-4bf3-a084-a238b7c5bd9f
7d25952f-1e35-4b36-9cf9-9ee59ef12eff,2025-10-09,Average,1.95,Proceed,1f8a9b8f-1c3a-4753-93f7-7af4f80dd4c4,9f2997a4-384e-43f9-b4e0-83404644653c,b6c62436-5370-41fe-88f4-5a1d1ee646e5
80687ddb-1809-46f2-86fe-2e8f880ad933,2025-07-12,"No show",4.1,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,44b5a1fd-f8b6-4539-81d6-b5eb0a275a80,75a24a0b-ac9c-47b5-8430-c14bee370592
81aad1bd-5731-4a14-9609-e8102b470d3f,2023-12-08,Good,2.16,Hold,a9f34e18-a4c4-427f-951d-e72d792cc7aa,47f630ac-7195-40d8-b15d-f38ddf6674f6,bc40ea47-62d8-4b2b-8e8d-dac5a5d0ec5f
823ca72a-52bd-457e-808e-41bb40eed132,2022-01-24,Average,3.61,Reject,c433a27d-19f4-47bb-8c9c-92e48f3a0ae6,e772a6eb-d734-47ce-8ef7-3f51bfd5dea9,25f5af5e-c903-43bf-944c-908d32ed8a14
84fd28a8-62cd-4888-8ed4-d27743f08df8,2023-04-16,Good,2.84,Proceed,1f8a9b8f-1c3a-4753-93f7-7af4f80dd4c4,a62b854d-ccb7-40de-96ad-0e575d11e0d7,38108624-bd6a-41c2-a113-7a74c43d6820
850ba41e-0957-4e0e-ad58-fa8e57bd25bc,2024-07-11,"No show",2.12,Reject,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,344699a2-5cd5-4c60-a9ba-218c066412d9,1ee5d987-f405-4f79-971e-92620a5a6bd5
857c7b36-9953-4f20-aa88-107d1b1ce605,2022-08-14,Good,1.08,Hold,a6b9e182-8efb-40c4-963d-923da24621a0,8cc30982-38cf-4346-b719-a83b2f303ea2,d5345435-728a-4664-af39-c9e4a2b936c7
8725c2f2-a982-4722-8b86-ca06967ee717,2023-04-29,"Strong fit",3.67,Hold,d34907b3-ede7-4fb2-9296-142d01f7755a,4509f9c2-5e6e-4938-b167-6810e88d848f,a0b2304d-6be8-4652-b1be-0921dcf67864
880f004a-4be3-4ed3-af8c-1d8ec989d172,2024-12-09,Weak,4.56,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,016e31f9-7030-412e-b413-ba41689c3cc9,1d0f487f-b68f-478e-9ebb-82d15002c1d0
882aad5b-309b-4f94-9a1a-48c5517d79de,2022-07-06,"No show",2.78,Proceed,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,15155afa-2aa9-4b62-a2db-2b94fd89f534,e728170b-8a58-4880-9cb1-eddceb4197be
8ba7d395-2f06-43dc-bbed-ae29e9146c55,2023-03-17,"No show",2.41,Proceed,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,3c93c766-e3a6-4995-b7e1-1be30f7a2f16,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
8c8085b2-a776-4308-8193-4368b692ea0e,2023-11-08,Weak,1.4,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,9941351f-5b85-416c-b650-5237a712cd25,6aea2777-500a-4e11-94b5-bdc1e9368d26
8ee66986-d337-4f6b-a996-ae89f58b2730,2023-04-08,Good,1.21,Hold,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,ca45533d-cb5f-4c2b-8a59-ebffea89a5f0,dd71ab7f-280b-4a7a-ac3e-0adfb7642ef0
8fc8d241-1d87-4e9e-ae03-789e4dc588c6,2023-12-09,Weak,1.52,Hold,807cd085-3a00-499b-8ed3-66c5db074041,c498a944-fbad-4be4-99b4-e8295701a570,1ee5d987-f405-4f79-971e-92620a5a6bd5
9230b294-5cf9-4733-ad85-542698363e45,2023-11-07,Average,3.33,Reject,a7e18085-413d-4e70-8766-012e924d0345,e772a6eb-d734-47ce-8ef7-3f51bfd5dea9,25f5af5e-c903-43bf-944c-908d32ed8a14
93dc2872-5dd6-43bc-afa0-2ac5b134f193,2023-09-05,"No show",2.35,Reject,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,0e418701-57b3-4a20-b40e-f21118bcf9dd,b64b8b16-e06d-40a2-946e-0f5ccfb2ae9e
96fd620e-836a-4f4e-9cc8-f9917cf389d1,2022-11-23,Weak,4.98,Hold,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,d9e03bfd-48d8-4ff9-a094-436fbf9142c2,e1d80291-d05d-4bf3-a084-a238b7c5bd9f
999ea97b-37ce-407b-8d29-dfe9e68cbb46,2022-04-26,Good,3.02,Hold,35a00db8-5de3-43b6-b728-71f905132f1d,14aa57c9-e69a-4f6a-b333-084aa8b7dbb5,12845a9e-d330-4b9e-940f-070d0afce5b5
9b39f38d-def4-49ba-8091-6f73c377ae35,2022-01-11,"No show",4.91,Proceed,8c498c0c-a881-42d3-8c56-911b738bd528,9941351f-5b85-416c-b650-5237a712cd25,6aea2777-500a-4e11-94b5-bdc1e9368d26
9ba52557-d43b-4d67-976c-da58e64ed3ec,2024-05-07,Good,2.65,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,8cc30982-38cf-4346-b719-a83b2f303ea2,d5345435-728a-4664-af39-c9e4a2b936c7
9cd97f57-3f27-40a2-839f-c22d8e11469c,2023-09-24,"Strong fit",2.58,Proceed,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,b5395ddf-65ae-4429-9127-3a92108e24de,dd71ab7f-280b-4a7a-ac3e-0adfb7642ef0
9e58e427-89ab-45fe-860a-b9c5087b026b,2022-12-21,Weak,4.65,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,cc318050-82ed-4d38-b1e3-a060012aa893,e728170b-8a58-4880-9cb1-eddceb4197be
a66d2088-c0cf-4227-a4ee-5cfeeee74ae8,2025-10-26,Average,3.44,Proceed,34948c48-ce8e-40d2-bd3d-8daa44be3d4f,789a349b-2def-4189-bbb1-83cde9a3a594,10deb03f-e941-427d-8f68-2d349e710a19
a953a31c-bcaf-4045-9441-ee3b1f788304,2023-07-19,Good,4.75,Reject,a9f34e18-a4c4-427f-951d-e72d792cc7aa,dc9ccecf-2183-49d5-82d8-3aba500c6736,ca186fef-9ae4-4289-814e-d47c577caab5
aa084827-a95a-479c-8d31-cbc241c9fc7a,2022-10-01,Weak,1.61,Reject,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,0e620fb5-6046-4139-b3d2-ed80a5b33f7e,6c803f1a-af89-4f0e-b8fa-2b8c3cb023df
adde1c33-7911-4491-9335-7746693e50c0,2024-11-20,"No show",1.42,Proceed,72e54aef-d0b8-489c-9bcc-4f7096b45d53,6a979255-de7b-4a8e-af03-19d804fa55cf,10deb03f-e941-427d-8f68-2d349e710a19
ade83b53-a3bc-4667-ab0e-bdfe08d00157,2024-07-17,Good,3.05,Hold,4d98a907-8167-4fae-a73b-cac743af7a46,beb10d56-8426-4e2e-8d28-1929105e0acf,1cf0518e-3c06-48bd-a0c5-c11100ac88f8
ae91a593-1ad0-4e0f-8607-6fb465353a5a,2024-12-26,Weak,3.83,Hold,a7e18085-413d-4e70-8766-012e924d0345,f8a8eb5d-5e93-42a6-8f57-7926a5571795,b5ab92e7-e057-4578-86a3-7f7d43abb4ae
aedfd0f5-cb81-40d6-8981-b56c0e4d273c,2025-05-25,Average,2.66,Reject,c433a27d-19f4-47bb-8c9c-92e48f3a0ae6,783ad186-57d6-4bb8-8723-06f4861048fe,e8d302e8-9b48-4742-90d1-0075b658ca16
b08e5aa4-fffb-41d1-9764-7ebe4c820bd0,2023-09-02,Average,3.82,Reject,a9f34e18-a4c4-427f-951d-e72d792cc7aa,789a349b-2def-4189-bbb1-83cde9a3a594,10deb03f-e941-427d-8f68-2d349e710a19
b0eb2719-a2d5-4c51-9efe-d0a6ee0630d7,2022-01-08,"Strong fit",4.91,Hold,959fc0d0-42ad-4a2c-a463-8d68d232c276,bc036d3c-becf-426d-8800-078ac01b34bf,46d616ce-9dbd-4bbb-b596-a93daf919eda
b452af55-379c-495f-989e-251eee232d02,2023-08-06,Weak,4.96,Reject,72e54aef-d0b8-489c-9bcc-4f7096b45d53,016e31f9-7030-412e-b413-ba41689c3cc9,1d0f487f-b68f-478e-9ebb-82d15002c1d0
b5a3a056-887f-4327-ae6d-b15e58aae669,2025-02-16,Average,4.02,Proceed,35a00db8-5de3-43b6-b728-71f905132f1d,c066bda3-2a14-4a78-a924-475ba00e8a4e,7eb83b44-75fa-4844-b183-32ce087fda59
b6db94bd-999b-437d-8e9c-f6f781b89413,2022-08-09,Weak,1.54,Hold,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,2d4f8459-8e96-488e-aa46-12e36b8cb1a1,641fbbf8-fd81-4da9-a1dc-c7dda72fae8b
b7020875-d170-45b6-9252-a26eee183d1c,2022-08-12,"No show",3.96,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,b6178dfa-aa09-4e80-8d5a-4ef02a457528,3ca3c910-0949-47d8-86ea-a3a472726c59
bf700983-b2f6-499b-a76b-518aaaca5616,2023-07-18,"Strong fit",3.23,Reject,4bbe28a0-b4a4-4b37-a4eb-651afbeca127,33374868-5e07-4ff4-81c5-8a18385cfba0,1d0f487f-b68f-478e-9ebb-82d15002c1d0
c051b003-4cbb-475d-9eca-df3fdb52adf4,2025-05-19,"Strong fit",4.71,Hold,d34907b3-ede7-4fb2-9296-142d01f7755a,016e31f9-7030-412e-b413-ba41689c3cc9,1d0f487f-b68f-478e-9ebb-82d15002c1d0
c21b88c1-f56d-4774-bdbf-87c121f2db8a,2022-04-03,"Strong fit",1.55,Hold,50f9cbc1-6c76-41d1-ab19-82b8199428fe,b7c67b2e-01a3-45ff-8517-38de145ea296,c4f9e90b-93d9-4f95-88dd-e3c25dbeeeba
c47f87d7-adfb-4075-a9df-f21d29ec840d,2025-10-25,"No show",1.48,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,344699a2-5cd5-4c60-a9ba-218c066412d9,1ee5d987-f405-4f79-971e-92620a5a6bd5
c60d071d-3ff5-400b-bea2-a95e2d968bee,2024-08-22,"No show",4.21,Proceed,50f9cbc1-6c76-41d1-ab19-82b8199428fe,783ad186-57d6-4bb8-8723-06f4861048fe,e8d302e8-9b48-4742-90d1-0075b658ca16
c776f0fd-d264-462a-9a94-4ab98189df20,2022-12-03,Average,4.42,Hold,a9f34e18-a4c4-427f-951d-e72d792cc7aa,6ab4bd3f-97ed-44a2-8d77-d39d360c6bab,84451428-b554-4f79-b405-59d49c1c226a
c787537d-4096-4c9b-8284-c2e60834f332,2023-06-19,Weak,1.94,Hold,72e54aef-d0b8-489c-9bcc-4f7096b45d53,e772a6eb-d734-47ce-8ef7-3f51bfd5dea9,25f5af5e-c903-43bf-944c-908d32ed8a14
c7f1a184-ee7f-4f44-b6aa-df4333e363e1,2022-12-26,"No show",4.42,Hold,a6b9e182-8efb-40c4-963d-923da24621a0,a332d7fe-5818-4ea0-9586-6569cfb432b9,b6c62436-5370-41fe-88f4-5a1d1ee646e5
cae85fce-7907-4bba-b9c3-79c8c62d227d,2022-07-26,"No show",1.13,Reject,09b2db45-f73a-40bd-b1f8-bbcabd864ddc,bd13d125-3b21-47d8-8433-33bc019d5264,12845a9e-d330-4b9e-940f-070d0afce5b5
cbc0b540-e0bd-4c16-bdd4-f55670ce40df,2024-08-28,"No show",2.83,Reject,72e54aef-d0b8-489c-9bcc-4f7096b45d53,b7c67b2e-01a3-45ff-8517-38de145ea296,c4f9e90b-93d9-4f95-88dd-e3c25dbeeeba
ce6c2d0c-de63-4be4-b11b-1be2076973ba,2025-02-28,"Strong fit",3.24,Reject,bf7071ea-b335-4e34-9610-cb5fa5f3d0ab,beb10d56-8426-4e2e-8d28-1929105e0acf,1cf0518e-3c06-48bd-a0c5-c11100ac88f8
ce7ceb0d-8aba-4e2b-915e-88ebf0cf04a3,2022-04-15,"No show",3.25,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,9c9466a0-1fef-404c-aab2-8cdeb06c9bb3,98818bb0-1db9-4993-984c-c13ff009a8f2
d26c638a-0c9a-43c3-8302-2fb0f53b6198,2023-08-28,Average,3.46,Proceed,6a3a6e27-05a8-4314-8631-4cda51b09e35,0e620fb5-6046-4139-b3d2-ed80a5b33f7e,6c803f1a-af89-4f0e-b8fa-2b8c3cb023df
d806c3a3-d239-41a7-a88e-47fcb6db9b7a,2025-10-11,"No show",2.7,Hold,6a3a6e27-05a8-4314-8631-4cda51b09e35,bc036d3c-becf-426d-8800-078ac01b34bf,46d616ce-9dbd-4bbb-b596-a93daf919eda
dc59379a-6b83-489d-809b-d379909e6b72,2022-12-25,Weak,3.22,Proceed,bf7071ea-b335-4e34-9610-cb5fa5f3d0ab,33374868-5e07-4ff4-81c5-8a18385cfba0,1d0f487f-b68f-478e-9ebb-82d15002c1d0
e2a4c9ae-2127-458d-afdf-304a4e1d49a0,2025-02-07,Average,1.29,Reject,1f8a9b8f-1c3a-4753-93f7-7af4f80dd4c4,9c9466a0-1fef-404c-aab2-8cdeb06c9bb3,98818bb0-1db9-4993-984c-c13ff009a8f2
e4e5814d-f6da-4075-99c3-0f8ba6fd147e,2025-11-11,"Strong fit",1.63,Hold,8c498c0c-a881-42d3-8c56-911b738bd528,c1e6a86b-aaab-4b96-9601-fa676fec656a,6f857305-3e4b-4b4a-9b8c-0a3f1311b798
e59b0535-2535-4c20-beb6-c19658d8309f,2023-12-07,"Strong fit",3.16,Proceed,72e54aef-d0b8-489c-9bcc-4f7096b45d53,c4f4d3d7-6e7d-4e43-ae06-38839e967474,8a680d53-d057-4dc0-8ac2-3e942bc843cd
ea8c6944-41c0-42ad-9054-398dadc098be,2024-04-03,Weak,1.94,Proceed,50f9cbc1-6c76-41d1-ab19-82b8199428fe,bd13d125-3b21-47d8-8433-33bc019d5264,12845a9e-d330-4b9e-940f-070d0afce5b5
